id,Exited
165421,0.6323
165422,0.0412
165423,0.0375
165424,0.0643
165425,0.6966
165426,0.0956
165427,0.0986
165428,0.36
165429,0.2179
165430,0.1024
165431,0.1012
165432,0.4986
165433,0.9012
165434,0.5608
165435,0.3075
165436,0.213
165437,0.0235
165438,0.0172
165439,0.2775
165440,0.6449
165441,0.5827
165442,0.103
165443,0.0597
165444,0.0599
165445,0.0806
165446,0.0823
165447,0.0347
165448,0.1462
165449,0.0231
165450,0.0741
165451,0.0343
165452,0.3366
165453,0.1816
165454,0.6173
165455,0.2036
165456,0.2896
165457,0.4668
165458,0.028
165459,0.0587
165460,0.1063
165461,0.1231
165462,0.0695
165463,0.1197
165464,0.1444
165465,0.0965
165466,0.029
165467,0.128
165468,0.1599
165469,0.1803
165470,0.0757
165471,0.3902
165472,0.0307
165473,0.0718
165474,0.2677
165475,0.0828
165476,0.063
165477,0.1273
165478,0.3216
165479,0.2482
165480,0.0317
165481,0.7304
165482,0.0244
165483,0.1556
165484,0.122
165485,0.2446
165486,0.2055
165487,0.1165
165488,0.1306
165489,0.0935
165490,0.0203
165491,0.2238
165492,0.1047
165493,0.2216
165494,0.0415
165495,0.5184
165496,0.1724
165497,0.2308
165498,0.0391
165499,0.0386
165500,0.047
165501,0.2466
165502,0.0207
165503,0.0431
165504,0.5222
165505,0.5559
165506,0.0353
165507,0.8716
165508,0.1187
165509,0.2204
165510,0.2641
165511,0.089
165512,0.2036
165513,0.3022
165514,0.1857
165515,0.0259
165516,0.0956
165517,0.2156
165518,0.0463
165519,0.5064
165520,0.1439
165521,0.1729
165522,0.0338
165523,0.213
165524,0.2066
165525,0.1488
165526,0.3512
165527,0.4851
165528,0.0242
165529,0.2405
165530,0.1197
165531,0.0598
165532,0.5221
165533,0.0404
165534,0.5683
165535,0.0186
165536,0.0908
165537,0.1255
165538,0.2582
165539,0.1294
165540,0.1064
165541,0.0738
165542,0.0543
165543,0.0603
165544,0.0186
165545,0.1668
165546,0.085
165547,0.1107
165548,0.1016
165549,0.085
165550,0.1835
165551,0.0137
165552,0.1707
165553,0.7003
165554,0.0442
165555,0.1564
165556,0.034
165557,0.1831
165558,0.0298
165559,0.0093
165560,0.1809
165561,0.2641
165562,0.1832
165563,0.1765
165564,0.5009
165565,0.0874
165566,0.0982
165567,0.6101
165568,0.0394
165569,0.1227
165570,0.0601
165571,0.0451
165572,0.3931
165573,0.0943
165574,0.0944
165575,0.0876
165576,0.0174
165577,0.088
165578,0.643
165579,0.1644
165580,0.331
165581,0.1197
165582,0.0212
165583,0.0734
165584,0.0732
165585,0.6342
165586,0.2749
165587,0.0293
165588,0.5056
165589,0.1784
165590,0.1672
165591,0.2798
165592,0.0297
165593,0.0127
165594,0.1107
165595,0.1763
165596,0.0458
165597,0.0224
165598,0.055
165599,0.2786
165600,0.017
165601,0.0478
165602,0.0652
165603,0.2076
165604,0.0265
165605,0.0526
165606,0.1786
165607,0.4888
165608,0.2422
165609,0.2408
165610,0.1743
165611,0.2082
165612,0.0588
165613,0.294
165614,0.333
165615,0.4972
165616,0.1938
165617,0.1889
165618,0.1977
165619,0.3948
165620,0.3026
165621,0.0614
165622,0.0576
165623,0.0261
165624,0.0508
165625,0.3281
165626,0.1019
165627,0.0517
165628,0.0313
165629,0.4542
165630,0.1519
165631,0.0457
165632,0.0511
165633,0.1396
165634,0.0137
165635,0.1997
165636,0.0439
165637,0.2595
165638,0.0866
165639,0.1353
165640,0.3156
165641,0.072
165642,0.0559
165643,0.5332
165644,0.0112
165645,0.0373
165646,0.0156
165647,0.0338
165648,0.4705
165649,0.0302
165650,0.2733
165651,0.0363
165652,0.1033
165653,0.2382
165654,0.0343
165655,0.0754
165656,0.4477
165657,0.6523
165658,0.2496
165659,0.8322
165660,0.0801
165661,0.6875
165662,0.5086
165663,0.0421
165664,0.0891
165665,0.1079
165666,0.3796
165667,0.5778
165668,0.1189
165669,0.3772
165670,0.0104
165671,0.0546
165672,0.0815
165673,0.6251
165674,0.335
165675,0.1483
165676,0.3964
165677,0.0357
165678,0.432
165679,0.0393
165680,0.0808
165681,0.3391
165682,0.0295
165683,0.2641
165684,0.0593
165685,0.1719
165686,0.0771
165687,0.1449
165688,0.7589
165689,0.0523
165690,0.1785
165691,0.0157
165692,0.4345
165693,0.0376
165694,0.0835
165695,0.0493
165696,0.3569
165697,0.0273
165698,0.0852
165699,0.1611
165700,0.1632
165701,0.6904
165702,0.052
165703,0.4552
165704,0.015
165705,0.0935
165706,0.3574
165707,0.0477
165708,0.1878
165709,0.1178
165710,0.2536
165711,0.0135
165712,0.021
165713,0.1553
165714,0.4282
165715,0.0184
165716,0.7129
165717,0.7514
165718,0.3032
165719,0.0299
165720,0.2167
165721,0.1089
165722,0.1872
165723,0.0722
165724,0.0506
165725,0.0343
165726,0.4814
165727,0.1208
165728,0.0929
165729,0.4233
165730,0.1515
165731,0.2706
165732,0.4747
165733,0.0612
165734,0.692
165735,0.0393
165736,0.3155
165737,0.5179
165738,0.0273
165739,0.2659
165740,0.3891
165741,0.0759
165742,0.0519
165743,0.1393
165744,0.0506
165745,0.3295
165746,0.426
165747,0.0187
165748,0.501
165749,0.1634
165750,0.1914
165751,0.291
165752,0.1596
165753,0.209
165754,0.2204
165755,0.0504
165756,0.0783
165757,0.048
165758,0.1712
165759,0.4022
165760,0.0936
165761,0.7785
165762,0.565
165763,0.2785
165764,0.2265
165765,0.3365
165766,0.0486
165767,0.0352
165768,0.446
165769,0.0977
165770,0.1679
165771,0.2675
165772,0.2001
165773,0.0273
165774,0.0527
165775,0.1222
165776,0.1145
165777,0.1605
165778,0.1698
165779,0.0592
165780,0.8099
165781,0.2824
165782,0.1509
165783,0.8137
165784,0.5286
165785,0.1814
165786,0.0617
165787,0.0253
165788,0.1773
165789,0.3649
165790,0.5176
165791,0.0306
165792,0.0307
165793,0.2061
165794,0.0946
165795,0.3221
165796,0.1498
165797,0.05
165798,0.3523
165799,0.1999
165800,0.0952
165801,0.5451
165802,0.028
165803,0.0478
165804,0.3663
165805,0.8321
165806,0.0172
165807,0.0231
165808,0.5215
165809,0.1284
165810,0.1245
165811,0.1474
165812,0.6871
165813,0.221
165814,0.0853
165815,0.0405
165816,0.0536
165817,0.0211
165818,0.3154
165819,0.8641
165820,0.0693
165821,0.1181
165822,0.0241
165823,0.0302
165824,0.142
165825,0.1239
165826,0.0497
165827,0.5882
165828,0.0157
165829,0.5821
165830,0.216
165831,0.2343
165832,0.1092
165833,0.0621
165834,0.149
165835,0.0678
165836,0.0505
165837,0.1112
165838,0.029
165839,0.3149
165840,0.2111
165841,0.0374
165842,0.0272
165843,0.205
165844,0.198
165845,0.2376
165846,0.1061
165847,0.0127
165848,0.0916
165849,0.0158
165850,0.0822
165851,0.0841
165852,0.52
165853,0.0249
165854,0.2133
165855,0.0988
165856,0.0632
165857,0.2702
165858,0.0794
165859,0.0112
165860,0.0208
165861,0.108
165862,0.0143
165863,0.0328
165864,0.0766
165865,0.2178
165866,0.168
165867,0.5516
165868,0.4997
165869,0.0604
165870,0.0553
165871,0.5021
165872,0.1025
165873,0.0526
165874,0.0603
165875,0.0277
165876,0.126
165877,0.2688
165878,0.1717
165879,0.039
165880,0.3905
165881,0.8912
165882,0.3013
165883,0.043
165884,0.4437
165885,0.4818
165886,0.0166
165887,0.4896
165888,0.4556
165889,0.0328
165890,0.1942
165891,0.1332
165892,0.0492
165893,0.4439
165894,0.3296
165895,0.0352
165896,0.3151
165897,0.1254
165898,0.0511
165899,0.1727
165900,0.0946
165901,0.1528
165902,0.2051
165903,0.0321
165904,0.0352
165905,0.2725
165906,0.1487
165907,0.0606
165908,0.6352
165909,0.0729
165910,0.2102
165911,0.0299
165912,0.1266
165913,0.1071
165914,0.3579
165915,0.2797
165916,0.1812
165917,0.0729
165918,0.5167
165919,0.1018
165920,0.4876
165921,0.122
165922,0.0318
165923,0.0406
165924,0.0285
165925,0.2615
165926,0.0765
165927,0.0396
165928,0.4512
165929,0.0869
165930,0.7218
165931,0.103
165932,0.6729
165933,0.1129
165934,0.1116
165935,0.1611
165936,0.129
165937,0.0495
165938,0.3648
165939,0.2929
165940,0.8566
165941,0.1674
165942,0.0145
165943,0.4582
165944,0.2186
165945,0.0447
165946,0.5052
165947,0.0252
165948,0.075
165949,0.0969
165950,0.2701
165951,0.416
165952,0.4042
165953,0.0908
165954,0.6267
165955,0.2303
165956,0.673
165957,0.0937
165958,0.0443
165959,0.0269
165960,0.1077
165961,0.0738
165962,0.7603
165963,0.5434
165964,0.0449
165965,0.0299
165966,0.5917
165967,0.0476
165968,0.9414
165969,0.2759
165970,0.2477
165971,0.6178
165972,0.371
165973,0.0795
165974,0.1319
165975,0.6101
165976,0.0204
165977,0.0533
165978,0.6126
165979,0.398
165980,0.0444
165981,0.2636
165982,0.1086
165983,0.118
165984,0.1767
165985,0.1204
165986,0.168
165987,0.2315
165988,0.3106
165989,0.1337
165990,0.1073
165991,0.4063
165992,0.1607
165993,0.0965
165994,0.1188
165995,0.1685
165996,0.0728
165997,0.6488
165998,0.1602
165999,0.1546
166000,0.1542
166001,0.2011
166002,0.1228
166003,0.0186
166004,0.0963
166005,0.0486
166006,0.112
166007,0.0988
166008,0.0257
166009,0.4654
166010,0.8152
166011,0.112
166012,0.0417
166013,0.1297
166014,0.1648
166015,0.0635
166016,0.3808
166017,0.0948
166018,0.127
166019,0.0163
166020,0.0369
166021,0.1163
166022,0.1787
166023,0.0536
166024,0.1609
166025,0.0653
166026,0.2466
166027,0.0386
166028,0.7534
166029,0.2089
166030,0.0303
166031,0.1331
166032,0.1125
166033,0.0648
166034,0.0117
166035,0.5031
166036,0.0321
166037,0.162
166038,0.0299
166039,0.0555
166040,0.7411
166041,0.0777
166042,0.0712
166043,0.0433
166044,0.0794
166045,0.1925
166046,0.6307
166047,0.0508
166048,0.0652
166049,0.3964
166050,0.2524
166051,0.0259
166052,0.5641
166053,0.3684
166054,0.0411
166055,0.7837
166056,0.0684
166057,0.0302
166058,0.7643
166059,0.8641
166060,0.1195
166061,0.3818
166062,0.008
166063,0.6064
166064,0.1063
166065,0.2508
166066,0.0241
166067,0.3143
166068,0.2654
166069,0.1506
166070,0.4949
166071,0.0228
166072,0.1828
166073,0.274
166074,0.2616
166075,0.221
166076,0.3576
166077,0.0468
166078,0.4158
166079,0.0956
166080,0.1865
166081,0.077
166082,0.3763
166083,0.4475
166084,0.0572
166085,0.1927
166086,0.1084
166087,0.0698
166088,0.1912
166089,0.0534
166090,0.0899
166091,0.2408
166092,0.2098
166093,0.9784
166094,0.6573
166095,0.08
166096,0.2807
166097,0.0968
166098,0.3351
166099,0.3196
166100,0.2273
166101,0.0518
166102,0.0527
166103,0.0382
166104,0.2616
166105,0.1634
166106,0.5785
166107,0.3904
166108,0.5451
166109,0.0778
166110,0.1662
166111,0.0484
166112,0.1315
166113,0.0883
166114,0.2594
166115,0.2167
166116,0.2403
166117,0.0975
166118,0.0942
166119,0.0214
166120,0.0319
166121,0.1012
166122,0.1795
166123,0.0237
166124,0.0415
166125,0.2635
166126,0.099
166127,0.0845
166128,0.0662
166129,0.5918
166130,0.6982
166131,0.3365
166132,0.4057
166133,0.1279
166134,0.2963
166135,0.4693
166136,0.0346
166137,0.368
166138,0.0453
166139,0.2981
166140,0.3674
166141,0.029
166142,0.0475
166143,0.2508
166144,0.2794
166145,0.0123
166146,0.1124
166147,0.2798
166148,0.1954
166149,0.0364
166150,0.0948
166151,0.4982
166152,0.0359
166153,0.2386
166154,0.0787
166155,0.4207
166156,0.0281
166157,0.2767
166158,0.2891
166159,0.4039
166160,0.0588
166161,0.0364
166162,0.2685
166163,0.0155
166164,0.0233
166165,0.0958
166166,0.0586
166167,0.1243
166168,0.0083
166169,0.1154
166170,0.2733
166171,0.0471
166172,0.2861
166173,0.3167
166174,0.0279
166175,0.0946
166176,0.0242
166177,0.4496
166178,0.1475
166179,0.089
166180,0.071
166181,0.1145
166182,0.4982
166183,0.4562
166184,0.1912
166185,0.0319
166186,0.1115
166187,0.3886
166188,0.2242
166189,0.0812
166190,0.0585
166191,0.2521
166192,0.2249
166193,0.2185
166194,0.048
166195,0.6276
166196,0.1383
166197,0.7175
166198,0.2158
166199,0.0222
166200,0.1334
166201,0.9216
166202,0.0942
166203,0.0662
166204,0.2715
166205,0.3433
166206,0.7411
166207,0.2851
166208,0.3488
166209,0.0523
166210,0.0622
166211,0.0521
166212,0.0661
166213,0.112
166214,0.2776
166215,0.0509
166216,0.1169
166217,0.0261
166218,0.0656
166219,0.1028
166220,0.4219
166221,0.544
166222,0.5596
166223,0.0459
166224,0.3384
166225,0.1488
166226,0.0639
166227,0.1413
166228,0.1924
166229,0.0755
166230,0.0464
166231,0.1082
166232,0.112
166233,0.0611
166234,0.0464
166235,0.1935
166236,0.0338
166237,0.5295
166238,0.7847
166239,0.0471
166240,0.0464
166241,0.0289
166242,0.0517
166243,0.3107
166244,0.1809
166245,0.0877
166246,0.0326
166247,0.3365
166248,0.0815
166249,0.0216
166250,0.0463
166251,0.1671
166252,0.0575
166253,0.2732
166254,0.029
166255,0.0245
166256,0.172
166257,0.4039
166258,0.0872
166259,0.5298
166260,0.0146
166261,0.58
166262,0.0602
166263,0.8985
166264,0.1169
166265,0.0941
166266,0.0192
166267,0.1611
166268,0.3144
166269,0.0935
166270,0.1804
166271,0.0885
166272,0.0333
166273,0.2479
166274,0.016
166275,0.0622
166276,0.2193
166277,0.5569
166278,0.0281
166279,0.1291
166280,0.1069
166281,0.1611
166282,0.0946
166283,0.122
166284,0.1981
166285,0.1838
166286,0.159
166287,0.2005
166288,0.0546
166289,0.2533
166290,0.5144
166291,0.0269
166292,0.0304
166293,0.3111
166294,0.1915
166295,0.4127
166296,0.1544
166297,0.3321
166298,0.2829
166299,0.7729
166300,0.4285
166301,0.0644
166302,0.3024
166303,0.0767
166304,0.4746
166305,0.2273
166306,0.52
166307,0.0143
166308,0.8384
166309,0.3223
166310,0.6767
166311,0.8299
166312,0.0568
166313,0.0668
166314,0.0749
166315,0.0513
166316,0.4539
166317,0.2108
166318,0.1163
166319,0.0668
166320,0.2855
166321,0.1092
166322,0.6839
166323,0.1229
166324,0.4562
166325,0.2968
166326,0.5629
166327,0.0937
166328,0.0558
166329,0.1417
166330,0.2676
166331,0.369
166332,0.0427
166333,0.3078
166334,0.1509
166335,0.0528
166336,0.0167
166337,0.2434
166338,0.0441
166339,0.1331
166340,0.0192
166341,0.0183
166342,0.1542
166343,0.0732
166344,0.0468
166345,0.0386
166346,0.5375
166347,0.8538
166348,0.868
166349,0.1946
166350,0.0388
166351,0.0391
166352,0.5711
166353,0.1967
166354,0.2684
166355,0.1437
166356,0.4129
166357,0.279
166358,0.1307
166359,0.3443
166360,0.1255
166361,0.1063
166362,0.5785
166363,0.0283
166364,0.0496
166365,0.2321
166366,0.0337
166367,0.4106
166368,0.0716
166369,0.0376
166370,0.6343
166371,0.5355
166372,0.2098
166373,0.378
166374,0.1178
166375,0.0604
166376,0.7594
166377,0.496
166378,0.174
166379,0.1799
166380,0.6163
166381,0.0183
166382,0.252
166383,0.0755
166384,0.1032
166385,0.4716
166386,0.1203
166387,0.0328
166388,0.0348
166389,0.4182
166390,0.0902
166391,0.162
166392,0.1909
166393,0.2053
166394,0.4095
166395,0.0277
166396,0.0391
166397,0.3321
166398,0.557
166399,0.1677
166400,0.0359
166401,0.0398
166402,0.0545
166403,0.3117
166404,0.2672
166405,0.1136
166406,0.2053
166407,0.1418
166408,0.0506
166409,0.0234
166410,0.0485
166411,0.1079
166412,0.0709
166413,0.0728
166414,0.2279
166415,0.4502
166416,0.1109
166417,0.2108
166418,0.1617
166419,0.0115
166420,0.2726
166421,0.1034
166422,0.2975
166423,0.1707
166424,0.4529
166425,0.0173
166426,0.0559
166427,0.2351
166428,0.1289
166429,0.1105
166430,0.9053
166431,0.0323
166432,0.1221
166433,0.0632
166434,0.3099
166435,0.0709
166436,0.335
166437,0.6292
166438,0.6139
166439,0.116
166440,0.3647
166441,0.0848
166442,0.029
166443,0.1028
166444,0.7069
166445,0.0964
166446,0.1795
166447,0.1702
166448,0.0476
166449,0.0217
166450,0.7098
166451,0.6918
166452,0.1205
166453,0.1599
166454,0.2269
166455,0.0436
166456,0.0204
166457,0.7039
166458,0.1273
166459,0.6155
166460,0.4452
166461,0.1132
166462,0.0321
166463,0.5532
166464,0.6307
166465,0.1004
166466,0.1336
166467,0.5233
166468,0.0365
166469,0.038
166470,0.4929
166471,0.0238
166472,0.3111
166473,0.0436
166474,0.1294
166475,0.3943
166476,0.0543
166477,0.0368
166478,0.0545
166479,0.0878
166480,0.0397
166481,0.4131
166482,0.1799
166483,0.5375
166484,0.69
166485,0.369
166486,0.1971
166487,0.0309
166488,0.0948
166489,0.0821
166490,0.8818
166491,0.0523
166492,0.4123
166493,0.2409
166494,0.1109
166495,0.1858
166496,0.2281
166497,0.544
166498,0.0531
166499,0.044
166500,0.0365
166501,0.0922
166502,0.6144
166503,0.0403
166504,0.2908
166505,0.135
166506,0.0484
166507,0.0787
166508,0.7226
166509,0.4731
166510,0.2768
166511,0.0087
166512,0.2599
166513,0.1074
166514,0.6631
166515,0.1004
166516,0.3782
166517,0.4667
166518,0.0148
166519,0.0274
166520,0.113
166521,0.0257
166522,0.0358
166523,0.4095
166524,0.7473
166525,0.0274
166526,0.0286
166527,0.2406
166528,0.1629
166529,0.2213
166530,0.0317
166531,0.1399
166532,0.0681
166533,0.2443
166534,0.1178
166535,0.3249
166536,0.1553
166537,0.0269
166538,0.0235
166539,0.0599
166540,0.084
166541,0.1031
166542,0.7587
166543,0.0461
166544,0.259
166545,0.0399
166546,0.3419
166547,0.2119
166548,0.5019
166549,0.2216
166550,0.1807
166551,0.0387
166552,0.2422
166553,0.0581
166554,0.2692
166555,0.1796
166556,0.0641
166557,0.1901
166558,0.8927
166559,0.0309
166560,0.514
166561,0.1873
166562,0.1547
166563,0.4243
166564,0.4654
166565,0.2091
166566,0.0389
166567,0.0411
166568,0.1378
166569,0.1858
166570,0.4039
166571,0.0377
166572,0.0373
166573,0.1466
166574,0.4382
166575,0.849
166576,0.0268
166577,0.1567
166578,0.5309
166579,0.0599
166580,0.3192
166581,0.5297
166582,0.0364
166583,0.138
166584,0.1004
166585,0.1324
166586,0.3609
166587,0.1282
166588,0.3614
166589,0.3192
166590,0.0881
166591,0.0896
166592,0.1611
166593,0.0562
166594,0.0195
166595,0.0194
166596,0.0457
166597,0.0904
166598,0.0178
166599,0.0834
166600,0.6897
166601,0.338
166602,0.065
166603,0.3337
166604,0.3468
166605,0.1893
166606,0.2518
166607,0.0996
166608,0.2552
166609,0.0506
166610,0.5739
166611,0.0189
166612,0.0679
166613,0.3327
166614,0.2408
166615,0.0598
166616,0.0671
166617,0.009
166618,0.5183
166619,0.0512
166620,0.2186
166621,0.4784
166622,0.4137
166623,0.091
166624,0.0234
166625,0.0281
166626,0.1915
166627,0.4323
166628,0.1997
166629,0.4518
166630,0.0157
166631,0.1714
166632,0.0091
166633,0.0789
166634,0.0127
166635,0.2305
166636,0.0369
166637,0.42
166638,0.2217
166639,0.1006
166640,0.3388
166641,0.1388
166642,0.7498
166643,0.0669
166644,0.1659
166645,0.2076
166646,0.0857
166647,0.0509
166648,0.0646
166649,0.1156
166650,0.2224
166651,0.1496
166652,0.518
166653,0.016
166654,0.701
166655,0.1962
166656,0.1022
166657,0.2073
166658,0.0698
166659,0.1004
166660,0.0915
166661,0.6064
166662,0.1686
166663,0.0765
166664,0.0352
166665,0.0223
166666,0.0295
166667,0.0489
166668,0.0511
166669,0.3235
166670,0.0103
166671,0.2014
166672,0.0396
166673,0.5019
166674,0.1574
166675,0.5402
166676,0.5759
166677,0.0348
166678,0.1523
166679,0.1008
166680,0.039
166681,0.5255
166682,0.0246
166683,0.0571
166684,0.0457
166685,0.2491
166686,0.0499
166687,0.4142
166688,0.0444
166689,0.0991
166690,0.7732
166691,0.5217
166692,0.2131
166693,0.6785
166694,0.1451
166695,0.1787
166696,0.0336
166697,0.05
166698,0.496
166699,0.1504
166700,0.0848
166701,0.0515
166702,0.0309
166703,0.1521
166704,0.254
166705,0.0984
166706,0.1181
166707,0.0953
166708,0.1849
166709,0.1661
166710,0.4939
166711,0.0174
166712,0.915
166713,0.3599
166714,0.0352
166715,0.0852
166716,0.1765
166717,0.0274
166718,0.0508
166719,0.1868
166720,0.1736
166721,0.0304
166722,0.6126
166723,0.5016
166724,0.0622
166725,0.0632
166726,0.6017
166727,0.0284
166728,0.1628
166729,0.1307
166730,0.3239
166731,0.0468
166732,0.0349
166733,0.0519
166734,0.1402
166735,0.789
166736,0.0597
166737,0.0508
166738,0.0414
166739,0.0326
166740,0.177
166741,0.1155
166742,0.0261
166743,0.1858
166744,0.0897
166745,0.0969
166746,0.0652
166747,0.0354
166748,0.2794
166749,0.0323
166750,0.025
166751,0.5157
166752,0.1894
166753,0.3663
166754,0.4834
166755,0.0342
166756,0.0373
166757,0.2571
166758,0.2828
166759,0.1371
166760,0.0434
166761,0.0619
166762,0.1264
166763,0.4164
166764,0.1464
166765,0.0834
166766,0.2525
166767,0.0904
166768,0.0242
166769,0.0249
166770,0.0502
166771,0.6488
166772,0.081
166773,0.0915
166774,0.5207
166775,0.1515
166776,0.7782
166777,0.0393
166778,0.1673
166779,0.0703
166780,0.4291
166781,0.0989
166782,0.4073
166783,0.4611
166784,0.2931
166785,0.479
166786,0.5804
166787,0.2553
166788,0.0268
166789,0.0198
166790,0.137
166791,0.4475
166792,0.0489
166793,0.0633
166794,0.2536
166795,0.0131
166796,0.2051
166797,0.6007
166798,0.0653
166799,0.2247
166800,0.712
166801,0.2356
